respondent;variant_status;mainline;variant;original_developers;common_active_maintainers;motivation;motivation_detail
R1_26;Attached;highsolutions/laravel-lang-import-export;AidasK/laravel-lang-import-export;one;no;others;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;technical;new features
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;legal;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;others;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;technical;new features
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;governance;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;legal;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;technical;new features
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;governance;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;others;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;technical;new features
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;others;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;technical;new features
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;governance;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;technical;new features
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;governance;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;legal;nan
R1_27;Attached;skrusty/AsterNET.ARI;seiggy/AsterNET.ARI;none;yes;others;nan
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;technical;maintenance
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;legal;nan
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;others;nan
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;technical;maintenance
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;governance;responsiveness
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;legal;nan
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;technical;maintenance
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;governance;responsiveness
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;others;nan
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;technical;maintenance
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;others;nan
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;technical;maintenance
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;governance;responsiveness
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;technical;maintenance
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;governance;responsiveness
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;legal;nan
R1_28;Attached;KnpLabs/DictionaryBundle;biig-io/DictionaryBundle;none;no;others;nan
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;technical;technology
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;legal;nan
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;others;supporting personal projects
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;technical;technology
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;governance;nan
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;legal;nan
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;technical;technology
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;governance;nan
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;others;supporting personal projects
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;technical;technology
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;others;supporting personal projects
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;technical;technology
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;governance;nan
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;technical;technology
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;governance;nan
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;legal;nan
R1_29;Attached;goshippo/shippo-csharp-client;HakanL/shippo-csharp-client;none;no;others;supporting personal projects
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;technical;enhancement
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;legal;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;others;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;technical;enhancement
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;governance;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;legal;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;technical;enhancement
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;governance;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;others;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;technical;enhancement
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;others;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;technical;enhancement
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;governance;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;technical;enhancement
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;governance;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;legal;nan
R1_30;Attached;bosnadev/database;emiliopedrollo/laravel-postgres-extended-schema;none;no;others;nan
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;technical;new features
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;legal;nan
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;others;nan
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;technical;new features
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;governance;feature acceptance
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;legal;nan
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;technical;new features
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;governance;feature acceptance
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;others;nan
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;technical;new features
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;others;nan
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;technical;new features
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;governance;feature acceptance
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;technical;new features
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;governance;feature acceptance
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;legal;nan
R1_31;Attached;j-guyon/CommandSchedulerBundle;carlossosa/CommandSchedulerBundle;cannot remember;not sure;others;nan
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;technical;maintenance
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;legal;nan
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;others;nan
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;technical;maintenance
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;governance;responsiveness
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;legal;nan
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;technical;maintenance
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;governance;responsiveness
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;others;nan
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;technical;maintenance
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;others;nan
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;technical;maintenance
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;governance;responsiveness
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;technical;maintenance
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;governance;responsiveness
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;legal;nan
R1_32;Attached;macopedia/magmi-m2;macopedia/magmi-m2;none;no;others;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;technical;maintenance
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;legal;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;others;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;technical;maintenance
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;governance;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;legal;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;technical;maintenance
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;governance;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;others;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;technical;maintenance
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;others;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;technical;maintenance
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;governance;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;technical;maintenance
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;governance;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;legal;nan
R1_33;Attached;arendst/Sonoff-Tasmota;ascillato/Tasmota_KNX;none;yes & no;others;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;technical;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;legal;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;others;collaboration
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;technical;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;governance;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;legal;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;technical;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;governance;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;others;collaboration
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;technical;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;others;collaboration
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;technical;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;governance;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;technical;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;governance;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;legal;nan
R1_34;Attached;materialx/MaterialX;Ashwin Bhat;6 -- 10;yes;others;collaboration
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;technical;customization
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;legal;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;others;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;technical;customization
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;governance;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;legal;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;technical;customization
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;governance;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;others;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;technical;customization
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;others;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;technical;customization
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;governance;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;technical;customization
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;governance;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;legal;nan
R1_35;Attached;Auburn/FastNoiseSIMD;caseymcc/HastyNoise;none;no;others;nan
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;technical;new features
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;legal;closed source
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;others;nan
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;technical;new features
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;governance;differences
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;legal;closed source
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;technical;new features
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;governance;differences
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;others;nan
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;technical;new features
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;others;nan
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;technical;new features
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;governance;differences
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;technical;new features
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;governance;differences
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;legal;closed source
R1_36;Detached;octobercms/library;wintercms/winter;2 -- 5;yes & no;others;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;technical;customization
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;legal;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;others;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;technical;customization
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;governance;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;legal;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;technical;customization
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;governance;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;others;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;technical;customization
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;others;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;technical;customization
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;governance;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;technical;customization
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;governance;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;legal;nan
R1_37;Attached;jcrobak/parquet-python;dask/dastparquet;none;no;others;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;technical;maintenance
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;legal;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;others;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;technical;maintenance
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;governance;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;legal;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;technical;maintenance
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;governance;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;others;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;technical;maintenance
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;others;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;technical;maintenance
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;governance;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;technical;maintenance
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;governance;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;legal;nan
R1_38;Attached;afitz/golua;aarzilli@golua;none;no;others;nan
R1_39;Attached;cakephp/cakephp;littleant/cakephp-1.3.21;none;no;technical;technology
R1_39;Attached;cakephp/cakephp;littleant/cakephp-1.3.21;none;no;legal;nan
R1_39;Attached;cakephp/cakephp;littleant/cakephp-1.3.21;none;no;others;nan
R1_39;Attached;cakephp/cakephp;littleant/cakephp-1.3.21;none;no;technical;technology
R1_39;Attached;cakephp/cakephp;littleant/cakephp-1.3.21;none;no;governance;nan
R1_39;Attached;cakephp/cakephp;littleant/cakephp-1.3.21;none;no;legal;nan
